s = 37: (0, 37, 33, 49, 12, 56, 67, 41, 163, 12, 88, 0)
s = 38: (0, 33, 47, 80, 7, 38, 51, 36, 75, 17, 89, 0)
s = 39: (0, 20, 50, 52, 14, 34, 50, 55, 148, 9, 106, 0)
s = 40: (0, 19, 42, 53, 10, 36, 45, 54, 128, 17, 112, 0)
s = 41: (0, 30, 39, 63, 9, 51, 76, 84, 157, 20, 116, 0)
s = 42: (0, 23, 62, 37, 7, 41, 66, 44, 67, 13, 137, 0)
s = 43: (0, 34, 32, 31, 9, 38, 72, 52, 84, 14, 62, 0)
s = 44: (0, 25, 61, 47, 14, 47, 35, 38, 79, 10, 121, 0)
s = 45: (0, 47, 39, 53, 10, 26, 47, 82, 90, 13, 86, 0)
s = 46: (0, 27, 41, 43, 9, 24, 45, 57, 96, 19, 81, 0)
s = 47: (0, 27, 47, 56, 12, 48, 58, 63, 103, 12, 103, 0)
s = 48: (0, 19, 67, 43, 7, 41, 40, 66, 105, 19, 109, 0)
s = 49: (0, 47, 33, 31, 8, 45, 69, 58, 83, 12, 62, 0)
s = 50: (0, 24, 42, 51, 8, 43, 56, 38, 72, 14, 126, 0)
s = 51: (0, 18, 41, 45, 15, 45, 51, 74, 163, 16, 85, 0)
s = 52: (0, 31, 43, 38, 11, 34, 39, 51, 115, 18, 76, 0)
s = 53: (0, 34, 40, 77, 12, 46, 55, 41, 61, 15, 85, 0)
s = 54: (0, 31, 81, 29, 9, 28, 44, 51, 86, 12, 82, 0)
s = 55: (0, 42, 46, 26, 9, 22, 49, 81, 105, 11, 83, 0)
s = 56: (0, 33, 33, 29, 7, 30, 32, 56, 137, 18, 172, 0)
s = 57: (0, 38, 23, 39, 9, 31, 46, 39, 118, 11, 132, 0)
s = 58: (0, 34, 25, 44, 9, 32, 47, 57, 105, 12, 114, 0)
s = 59: (0, 29, 54, 28, 15, 42, 47, 66, 158, 17, 61, 0)
s = 60: (0, 28, 40, 70, 16, 30, 46, 48, 120, 12, 71, 0)
s = 61: (0, 18, 52, 60, 12, 36, 34, 65, 132, 16, 121, 0)
s = 62: (0, 24, 61, 66, 14, 38, 65, 76, 96, 20, 134, 0)
s = 63: (0, 21, 34, 38, 12, 26, 42, 47, 101, 9, 156, 0)
s = 64: (0, 35, 49, 44, 8, 48, 74, 62, 125, 10, 71, 0)
s = 65: (0, 23, 32, 35, 8, 52, 59, 44, 112, 10, 166, 0)
s = 66: (0, 36, 38, 31, 13, 32, 32, 70, 111, 13, 102, 0)
s = 67: (0, 24, 38, 40, 6, 33, 61, 46, 88, 16, 70, 0)
s = 68: (0, 26, 40, 44, 10, 43, 30, 83, 191, 20, 170, 0)
s = 69: (0, 19, 28, 57, 9, 39, 46, 47, 80, 12, 87, 0)
s = 70: (0, 49, 51, 35, 10, 36, 45, 92, 92, 12, 68, 0)
s = 71: (0, 38, 53, 53, 10, 45, 62, 63, 97, 19, 90, 0)
s = 72: (0, 20, 38, 71, 11, 46, 46, 42, 158, 19, 129, 0)
s = 73: (0, 24, 29, 37, 6, 41, 32, 72, 111, 19, 80, 0)
s = 74: (0, 39, 32, 68, 9, 37, 34, 34, 183, 16, 65, 0)
s = 75: (0, 35, 57, 58, 15, 35, 35, 78, 98, 11, 82, 0)
s = 76: (0, 22, 36, 42, 15, 50, 51, 90, 72, 13, 111, 0)
s = 77: (0, 23, 47, 45, 12, 23, 47, 42, 65, 14, 56, 0)
s = 78: (0, 26, 45, 48, 7, 32, 44, 76, 62, 14, 110, 0)
s = 79: (0, 26, 42, 39, 14, 36, 46, 69, 152, 9, 84, 0)
s = 80: (0, 24, 27, 40, 6, 22, 41, 80, 113, 11, 96, 0)
s = 81: (0, 37, 38, 42, 14, 54, 35, 36, 103, 12, 192, 0)
s = 82: (0, 27, 44, 40, 9, 28, 57, 56, 129, 20, 152, 0)
s = 83: (0, 45, 27, 37, 10, 52, 43, 44, 157, 13, 79, 0)
s = 84: (0, 40, 30, 25, 6, 43, 47, 84, 151, 17, 111, 0)
s = 85: (0, 26, 41, 41, 10, 39, 64, 65, 144, 19, 147, 0)
s = 86: (0, 26, 62, 58, 11, 61, 27, 40, 132, 9, 69, 0)
s = 87: (0, 43, 35, 44, 13, 41, 38, 31, 98, 11, 99, 0)
s = 88: (0, 28, 38, 44, 12, 51, 55, 39, 96, 18, 91, 0)
s = 89: (0, 21, 46, 38, 10, 57, 60, 91, 71, 16, 124, 0)
s = 90: (0, 26, 47, 45, 6, 49, 55, 75, 201, 13, 127, 0)
s = 91: (0, 30, 42, 41, 13, 28, 53, 57, 107, 11, 128, 0)
s = 92: (0, 45, 41, 62, 12, 33, 53, 93, 162, 10, 138, 0)
s = 93: (0, 33, 30, 46, 11, 38, 29, 67, 107, 14, 171, 0)
s = 94: (0, 19, 43, 57, 7, 44, 52, 48, 64, 16, 85, 0)
s = 95: (0, 22, 34, 31, 16, 21, 77, 55, 104, 21, 134, 0)
s = 96: (0, 18, 70, 36, 10, 21, 59, 50, 73, 9, 101, 0)
s = 97: (0, 36, 36, 60, 8, 41, 60, 93, 102, 11, 62, 0)
s = 98: (0, 45, 55, 44, 13, 48, 34, 49, 83, 13, 80, 0)
s = 99: (0, 42, 27, 59, 10, 22, 57, 53, 95, 15, 131, 0)
s = 100: (0, 31, 66, 49, 6, 26, 48, 83, 140, 26, 82, 0)
s = 101: (0, 19, 59, 51, 9, 40, 50, 38, 113, 15, 148, 0)
s = 102: (0, 31, 33, 51, 15, 38, 40, 41, 103, 15, 86, 0)
s = 103: (0, 25, 64, 53, 9, 31, 48, 48, 93, 18, 71, 0)
s = 104: (0, 47, 46, 30, 8, 33, 33, 52, 70, 14, 106, 0)
s = 105: (0, 30, 54, 45, 14, 31, 45, 50, 120, 13, 82, 0)
s = 106: (0, 35, 42, 31, 12, 34, 47, 38, 97, 14, 81, 0)
s = 107: (0, 24, 46, 52, 8, 41, 39, 63, 117, 9, 74, 0)
s = 108: (0, 20, 39, 36, 7, 36, 81, 62, 90, 12, 155, 0)
s = 109: (0, 29, 43, 37, 14, 31, 54, 66, 80, 9, 93, 0)
s = 110: (0, 28, 29, 50, 11, 33, 51, 60, 98, 12, 167, 0)
s = 111: (0, 33, 45, 32, 7, 35, 61, 45, 85, 13, 120, 0)
s = 112: (0, 23, 28, 26, 9, 48, 48, 85, 184, 21, 83, 0)
s = 113: (0, 24, 26, 67, 10, 27, 33, 46, 128, 13, 67, 0)
s = 114: (0, 37, 37, 47, 15, 27, 76, 63, 183, 16, 103, 0)
s = 115: (0, 17, 46, 42, 9, 40, 46, 68, 91, 18, 128, 0)
s = 116: (0, 49, 37, 32, 6, 47, 67, 66, 113, 13, 144, 0)
s = 117: (0, 41, 40, 73, 13, 22, 27, 50, 94, 11, 91, 0)
s = 118: (0, 30, 65, 68, 8, 50, 81, 41, 123, 19, 59, 0)
s = 119: (0, 35, 46, 39, 13, 29, 50, 41, 88, 11, 71, 0)
s = 120: (0, 39, 57, 67, 8, 26, 33, 53, 118, 11, 86, 0)
s = 121: (0, 24, 60, 35, 7, 36, 42, 73, 165, 11, 112, 0)
s = 122: (0, 24, 51, 65, 14, 22, 72, 80, 157, 16, 106, 0)
s = 123: (0, 29, 43, 61, 12, 40, 44, 57, 123, 10, 82, 0)
s = 124: (0, 21, 50, 63, 7, 43, 50, 41, 68, 20, 139, 0)
s = 125: (0, 33, 43, 42, 9, 54, 32, 51, 73, 8, 111, 0)
s = 126: (0, 34, 56, 58, 13, 29, 67, 78, 142, 15, 104, 0)
s = 127: (0, 25, 46, 28, 10, 54, 35, 40, 147, 9, 73, 0)
s = 128: (0, 24, 47, 48, 17, 32, 30, 67, 82, 15, 70, 0)
s = 129: (0, 45, 42, 57, 9, 25, 32, 49, 99, 14, 114, 0)
s = 130: (0, 45, 67, 35, 7, 47, 38, 52, 99, 10, 67, 0)
s = 131: (0, 26, 46, 74, 10, 45, 60, 41, 86, 14, 149, 0)
s = 132: (0, 37, 36, 53, 12, 24, 41, 52, 104, 12, 128, 0)
s = 133: (0, 42, 34, 54, 15, 39, 63, 50, 126, 14, 102, 0)
s = 134: (0, 32, 34, 26, 12, 42, 56, 57, 78, 9, 122, 0)
s = 135: (0, 19, 52, 45, 8, 34, 54, 35, 85, 16, 71, 0)
s = 136: (0, 35, 47, 43, 11, 26, 65, 70, 76, 14, 59, 0)
s = 137: (0, 23, 47, 36, 9, 38, 30, 36, 101, 13, 113, 0)
s = 138: (0, 28, 26, 31, 7, 32, 47, 57, 98, 13, 70, 0)
s = 139: (0, 24, 31, 42, 11, 31, 38, 65, 83, 19, 105, 0)
s = 140: (0, 46, 54, 29, 7, 34, 66, 51, 98, 9, 109, 0)
s = 141: (0, 28, 37, 37, 13, 21, 33, 65, 100, 16, 77, 0)
s = 142: (0, 47, 25, 33, 11, 39, 41, 42, 119, 8, 130, 0)
s = 143: (0, 26, 52, 26, 10, 36, 37, 43, 146, 16, 78, 0)
s = 144: (0, 39, 34, 57, 9, 29, 35, 65, 143, 17, 140, 0)
s = 145: (0, 30, 39, 32, 13, 42, 38, 52, 130, 16, 127, 0)
s = 146: (0, 24, 36, 41, 12, 46, 62, 92, 108, 14, 80, 0)
s = 147: (0, 34, 36, 25, 10, 35, 44, 63, 177, 20, 133, 0)
s = 148: (0, 23, 49, 26, 9, 24, 37, 64, 187, 9, 145, 0)
s = 149: (0, 39, 52, 36, 13, 47, 59, 75, 134, 10, 75, 0)
s = 150: (0, 41, 43, 42, 15, 36, 43, 44, 101, 21, 96, 0)
s = 151: (0, 37, 43, 46, 11, 37, 43, 48, 117, 15, 94, 0)
s = 152: (0, 19, 51, 37, 14, 51, 50, 75, 140, 12, 96, 0)
s = 153: (0, 20, 36, 26, 10, 60, 63, 53, 87, 8, 81, 0)
s = 154: (0, 25, 37, 46, 6, 28, 34, 38, 79, 15, 74, 0)
s = 155: (0, 17, 63, 44, 9, 44, 55, 81, 175, 12, 83, 0)
s = 156: (0, 29, 53, 32, 10, 46, 78, 70, 102, 11, 124, 0)
s = 157: (0, 28, 34, 38, 11, 55, 68, 35, 101, 16, 98, 0)
s = 158: (0, 39, 42, 41, 7, 50, 48, 78, 101, 12, 69, 0)
s = 159: (0, 42, 40, 38, 11, 24, 51, 46, 167, 14, 118, 0)
s = 160: (0, 39, 25, 31, 8, 25, 35, 75, 166, 15, 112, 0)
s = 161: (0, 26, 44, 51, 14, 31, 56, 51, 127, 10, 99, 0)
s = 162: (0, 50, 29, 27, 9, 22, 35, 72, 126, 9, 79, 0)
s = 163: (0, 29, 50, 33, 10, 43, 46, 86, 152, 14, 89, 0)
s = 164: (0, 53, 24, 52, 6, 38, 55, 46, 77, 20, 148, 0)
s = 165: (0, 31, 37, 44, 12, 38, 41, 34, 127, 13, 74, 0)
s = 166: (0, 28, 32, 33, 9, 42, 70, 75, 133, 13, 73, 0)
s = 167: (0, 36, 61, 56, 6, 35, 36, 66, 180, 11, 83, 0)
s = 168: (0, 28, 54, 57, 15, 26, 64, 46, 78, 13, 85, 0)
s = 169: (0, 20, 33, 41, 8, 34, 59, 44, 113, 10, 133, 0)
s = 170: (0, 29, 36, 51, 9, 50, 54, 56, 69, 9, 96, 0)
s = 171: (0, 28, 37, 47, 13, 48, 70, 48, 211, 16, 91, 0)
s = 172: (0, 34, 28, 30, 14, 53, 62, 50, 100, 22, 94, 0)
s = 173: (0, 33, 33, 35, 7, 20, 35, 67, 107, 20, 107, 0)
s = 174: (0, 25, 51, 33, 11, 58, 55, 50, 73, 13, 133, 0)
s = 175: (0, 26, 46, 29, 13, 33, 64, 48, 80, 16, 66, 0)
s = 176: (0, 19, 47, 29, 18, 57, 38, 61, 83, 11, 77, 0)
s = 177: (0, 20, 36, 36, 9, 32, 68, 44, 120, 9, 78, 0)
s = 178: (0, 47, 26, 27, 8, 31, 54, 48, 172, 14, 76, 0)
s = 179: (0, 22, 35, 47, 9, 59, 39, 59, 119, 11, 83, 0)
s = 180: (0, 39, 40, 40, 11, 55, 55, 61, 105, 11, 79, 0)
s = 181: (0, 26, 36, 26, 6, 37, 54, 69, 83, 18, 78, 0)
s = 182: (0, 30, 30, 47, 11, 47, 39, 43, 112, 9, 57, 0)
s = 183: (0, 31, 37, 68, 12, 20, 57, 79, 118, 12, 66, 0)
s = 184: (0, 23, 50, 50, 9, 37, 51, 34, 109, 9, 106, 0)
s = 185: (0, 30, 28, 72, 17, 45, 37, 46, 121, 8, 144, 0)
s = 186: (0, 28, 30, 64, 9, 31, 46, 35, 117, 9, 97, 0)
s = 187: (0, 31, 42, 56, 8, 19, 36, 79, 199, 16, 80, 0)
s = 188: (0, 43, 37, 42, 13, 52, 64, 48, 170, 18, 98, 0)
s = 189: (0, 40, 35, 41, 10, 29, 46, 30, 123, 14, 68, 0)
s = 190: (0, 33, 37, 74, 15, 38, 72, 65, 99, 10, 69, 0)
s = 191: (0, 19, 42, 60, 12, 33, 37, 44, 99, 10, 117, 0)
s = 192: (0, 23, 40, 46, 11, 22, 43, 41, 61, 18, 98, 0)
s = 193: (0, 22, 46, 53, 6, 39, 45, 84, 98, 15, 119, 0)
s = 194: (0, 32, 48, 49, 7, 32, 50, 63, 108, 9, 77, 0)
s = 195: (0, 16, 27, 35, 13, 34, 86, 41, 194, 14, 71, 0)
s = 196: (0, 20, 46, 52, 10, 42, 56, 51, 81, 11, 103, 0)
s = 197: (0, 24, 35, 36, 7, 21, 64, 50, 114, 16, 122, 0)
s = 198: (0, 29, 25, 33, 13, 30, 48, 57, 203, 14, 143, 0)
s = 199: (0, 37, 70, 44, 13, 31, 59, 34, 71, 12, 80, 0)
s = 200: (0, 48, 48, 34, 11, 48, 64, 55, 117, 10, 123, 0)
------------------------------------------------------------------------
RESOURCE k = 2
s = 1: (0, 31, 20, 35, 9, 7, 23, 12, 49, 6, 59, 0)
s = 2: (0, 44, 15, 25, 15, 8, 33, 10, 33, 9, 68, 0)
s = 3: (0, 23, 20, 25, 21, 10, 35, 10, 44, 9, 55, 0)
s = 4: (0, 31, 16, 29, 11, 11, 25, 11, 47, 5, 64, 0)
s = 5: (0, 45, 19, 18, 11, 12, 49, 9, 41, 8, 47, 0)
s = 6: (0, 31, 17, 19, 8, 12, 25, 9, 50, 11, 75, 0)
s = 7: (0, 45, 14, 27, 14, 7, 43, 9, 30, 6, 60, 0)
s = 8: (0, 37, 16, 33, 12, 20, 22, 12, 28, 10, 47, 0)
s = 9: (0, 47, 14, 44, 12, 14, 29, 8, 72, 8, 44, 0)
s = 10: (0, 38, 18, 29, 7, 17, 47, 14, 51, 10, 45, 0)
s = 11: (0, 50, 26, 23, 11, 16, 36, 19, 40, 7, 51, 0)
s = 12: (0, 44, 22, 23, 10, 11, 37, 11, 34, 7, 52, 0)
s = 13: (0, 31, 12, 29, 17, 10, 66, 15, 50, 5, 38, 0)
s = 14: (0, 30, 27, 47, 17, 18, 27, 16, 31, 5, 76, 0)
s = 15: (0, 28, 22, 29, 17, 8, 24, 12, 54, 13, 66, 0)
s = 16: (0, 22, 16, 26, 9, 13, 49, 7, 58, 11, 54, 0)
s = 17: (0, 26, 17, 26, 12, 11, 49, 13, 56, 5, 54, 0)
s = 18: (0, 38, 18, 43, 8, 12, 40, 12, 74, 6, 57, 0)
s = 19: (0, 24, 14, 32, 15, 12, 42, 9, 37, 11, 74, 0)
s = 20: (0, 35, 22, 38, 8, 16, 35, 11, 62, 8, 55, 0)
s = 21: (0, 32, 31, 31, 11, 7, 39, 17, 67, 5, 60, 0)
s = 22: (0, 26, 16, 42, 12, 13, 24, 16, 48, 9, 39, 0)
s = 23: (0, 31, 19, 28, 18, 15, 30, 11, 91, 10, 48, 0)
s = 24: (0, 49, 21, 34, 12, 7, 39, 11, 51, 7, 64, 0)
s = 25: (0, 31, 11, 25, 13, 11, 47, 10, 37, 12, 35, 0)
s = 26: (0, 39, 14, 20, 11, 7, 31, 21, 61, 9, 39, 0)
s = 27: (0, 35, 19, 48, 17, 7, 31, 9, 74, 9, 52, 0)
s = 28: (0, 32, 27, 20, 9, 10, 30, 14, 64, 6, 53, 0)
s = 29: (0, 34, 19, 22, 9, 10, 23, 11, 44, 6, 34, 0)
s = 30: (0, 47, 19, 27, 10, 8, 47, 7, 37, 6, 41, 0)
s = 31: (0, 43, 12, 23, 18, 10, 20, 10, 36, 8, 38, 0)
s = 32: (0, 32, 19, 25, 11, 19, 31, 16, 41, 7, 37, 0)
s = 33: (0, 29, 29, 26, 22, 13, 32, 13, 39, 7, 41, 0)
s = 34: (0, 27, 15, 28, 14, 16, 45, 18, 59, 5, 62, 0)
s = 35: (0, 29, 11, 24, 14, 13, 29, 12, 68, 9, 42, 0)
s = 36: (0, 52, 16, 38, 15, 15, 41, 20, 52, 7, 46, 0)
s = 37: (0, 44, 14, 35, 15, 19, 47, 9, 72, 7, 41, 0)
s = 38: (0, 39, 20, 57, 9, 13, 36, 8, 33, 10, 42, 0)
s = 39: (0, 24, 22, 38, 17, 12, 35, 12, 65, 5, 50, 0)
s = 40: (0, 22, 18, 38, 12, 12, 31, 12, 56, 10, 52, 0)
s = 41: (0, 36, 17, 45, 11, 17, 53, 18, 69, 11, 55, 0)
s = 42: (0, 28, 27, 27, 8, 14, 46, 10, 29, 7, 64, 0)
s = 43: (0, 40, 14, 23, 11, 13, 50, 12, 37, 8, 29, 0)
s = 44: (0, 30, 26, 34, 17, 16, 25, 9, 35, 6, 57, 0)
s = 45: (0, 56, 17, 38, 12, 9, 33, 18, 39, 7, 40, 0)
s = 46: (0, 32, 18, 31, 11, 8, 32, 13, 42, 10, 38, 0)
s = 47: (0, 32, 20, 40, 15, 16, 41, 14, 45, 7, 49, 0)
s = 48: (0, 23, 29, 31, 8, 14, 28, 14, 46, 11, 51, 0)
s = 49: (0, 56, 15, 22, 9, 15, 49, 13, 37, 7, 29, 0)
s = 50: (0, 29, 18, 37, 10, 15, 39, 9, 32, 8, 59, 0)
s = 51: (0, 21, 18, 32, 18, 15, 36, 16, 71, 9, 40, 0)
s = 52: (0, 38, 19, 27, 13, 12, 28, 11, 50, 10, 36, 0)
s = 53: (0, 41, 17, 55, 14, 16, 39, 9, 27, 8, 40, 0)
s = 54: (0, 37, 35, 21, 10, 10, 31, 11, 38, 7, 38, 0)
s = 55: (0, 50, 20, 19, 11, 8, 35, 18, 46, 6, 39, 0)
s = 56: (0, 39, 14, 21, 9, 10, 23, 12, 60, 10, 81, 0)
s = 57: (0, 46, 10, 28, 10, 11, 32, 9, 52, 6, 62, 0)
s = 58: (0, 41, 11, 31, 11, 11, 33, 13, 46, 7, 54, 0)
s = 59: (0, 35, 24, 20, 18, 14, 33, 14, 69, 9, 29, 0)
s = 60: (0, 33, 17, 50, 19, 10, 32, 11, 53, 7, 33, 0)
s = 61: (0, 21, 23, 43, 14, 12, 24, 14, 58, 9, 57, 0)
s = 62: (0, 29, 26, 48, 16, 13, 46, 17, 42, 11, 63, 0)
s = 63: (0, 26, 15, 27, 14, 9, 30, 11, 45, 5, 73, 0)
s = 64: (0, 42, 21, 32, 9, 16, 52, 14, 55, 6, 34, 0)
s = 65: (0, 28, 14, 25, 9, 18, 41, 10, 49, 6, 78, 0)
s = 66: (0, 43, 17, 22, 16, 11, 23, 15, 49, 7, 48, 0)
s = 67: (0, 29, 16, 28, 7, 11, 43, 10, 39, 9, 33, 0)
s = 68: (0, 31, 18, 31, 11, 15, 21, 18, 84, 11, 80, 0)
s = 69: (0, 23, 12, 41, 10, 13, 32, 10, 35, 7, 41, 0)
s = 70: (0, 59, 22, 25, 12, 12, 32, 20, 40, 6, 32, 0)
s = 71: (0, 45, 23, 38, 12, 15, 43, 14, 43, 11, 42, 0)
s = 72: (0, 24, 16, 51, 13, 16, 32, 9, 69, 11, 60, 0)
s = 73: (0, 29, 13, 26, 8, 14, 23, 16, 49, 10, 38, 0)
s = 74: (0, 46, 14, 49, 11, 13, 24, 8, 80, 9, 30, 0)
s = 75: (0, 42, 25, 41, 18, 12, 25, 17, 43, 6, 38, 0)
s = 76: (0, 26, 16, 30, 18, 17, 36, 20, 32, 7, 52, 0)
s = 77: (0, 27, 21, 32, 14, 8, 33, 9, 29, 8, 26, 0)
s = 78: (0, 31, 19, 34, 8, 11, 31, 17, 27, 8, 52, 0)
s = 79: (0, 31, 18, 28, 17, 12, 32, 15, 67, 5, 40, 0)
s = 80: (0, 29, 12, 29, 8, 8, 29, 17, 50, 6, 45, 0)
s = 81: (0, 45, 16, 30, 17, 18, 25, 8, 45, 7, 90, 0)
s = 82: (0, 33, 19, 28, 11, 10, 40, 12, 57, 11, 71, 0)
s = 83: (0, 54, 12, 27, 11, 18, 30, 10, 69, 7, 37, 0)
s = 84: (0, 47, 13, 18, 7, 15, 33, 18, 66, 9, 52, 0)
s = 85: (0, 31, 18, 30, 12, 13, 45, 14, 63, 11, 69, 0)
s = 86: (0, 32, 27, 42, 13, 21, 19, 9, 58, 5, 33, 0)
s = 87: (0, 51, 15, 32, 15, 14, 27, 7, 43, 6, 47, 0)
s = 88: (0, 33, 17, 31, 14, 17, 38, 9, 42, 10, 43, 0)
s = 89: (0, 25, 20, 28, 12, 19, 42, 20, 31, 9, 58, 0)
s = 90: (0, 31, 21, 32, 7, 17, 39, 16, 88, 7, 60, 0)
s = 91: (0, 36, 18, 30, 15, 10, 37, 13, 47, 6, 60, 0)
s = 92: (0, 53, 18, 44, 15, 11, 38, 20, 71, 6, 64, 0)
s = 93: (0, 40, 13, 33, 13, 13, 20, 15, 47, 8, 80, 0)
s = 94: (0, 22, 19, 41, 9, 15, 37, 11, 28, 9, 40, 0)
s = 95: (0, 26, 15, 22, 19, 7, 54, 12, 46, 12, 63, 0)
s = 96: (0, 22, 30, 26, 12, 7, 41, 11, 32, 5, 47, 0)
s = 97: (0, 43, 16, 43, 10, 14, 42, 20, 45, 6, 29, 0)
s = 98: (0, 54, 24, 31, 16, 16, 24, 11, 37, 7, 38, 0)
s = 99: (0, 50, 12, 43, 12, 8, 40, 12, 42, 9, 61, 0)
s = 100: (0, 37, 28, 35, 8, 9, 34, 18, 62, 14, 38, 0)
s = 101: (0, 22, 26, 37, 10, 14, 35, 9, 50, 9, 69, 0)
s = 102: (0, 37, 14, 36, 18, 13, 28, 9, 45, 8, 40, 0)
s = 103: (0, 30, 28, 38, 10, 11, 34, 11, 41, 10, 34, 0)
s = 104: (0, 57, 20, 21, 9, 11, 24, 11, 31, 8, 50, 0)
s = 105: (0, 35, 23, 32, 17, 11, 32, 11, 53, 7, 39, 0)
s = 106: (0, 42, 18, 22, 14, 12, 33, 9, 43, 8, 38, 0)
s = 107: (0, 29, 20, 37, 9, 14, 27, 14, 51, 5, 35, 0)
s = 108: (0, 24, 17, 26, 8, 12, 57, 14, 40, 7, 73, 0)
s = 109: (0, 35, 19, 27, 17, 11, 38, 15, 35, 5, 44, 0)
s = 110: (0, 34, 13, 36, 13, 11, 36, 13, 43, 7, 78, 0)
