s = 23: (0, 24, 13, 17, 42, 105, 13, 23, 11, 24, 43, 0)
s = 24: (0, 27, 17, 8, 33, 131, 12, 16, 10, 29, 39, 0)
s = 25: (0, 39, 12, 15, 57, 202, 8, 13, 11, 22, 36, 0)
s = 26: (0, 26, 18, 15, 23, 122, 9, 26, 12, 27, 49, 0)
s = 27: (0, 33, 31, 17, 38, 91, 13, 17, 18, 29, 61, 0)
s = 28: (0, 43, 22, 16, 43, 152, 8, 17, 12, 23, 43, 0)
s = 29: (0, 27, 19, 15, 41, 152, 10, 20, 14, 32, 81, 0)
s = 30: (0, 30, 20, 10, 31, 81, 11, 20, 13, 19, 57, 0)
s = 31: (0, 37, 15, 14, 28, 234, 9, 17, 11, 30, 42, 0)
s = 32: (0, 19, 18, 13, 38, 126, 11, 20, 11, 27, 95, 0)
s = 33: (0, 30, 17, 13, 31, 80, 7, 17, 13, 29, 59, 0)
s = 34: (0, 40, 25, 10, 24, 177, 13, 12, 12, 22, 60, 0)
s = 35: (0, 34, 15, 21, 61, 109, 16, 15, 20, 28, 54, 0)
s = 36: (0, 44, 17, 8, 62, 127, 9, 10, 25, 15, 65, 0)
s = 37: (0, 20, 29, 12, 38, 116, 12, 10, 16, 23, 41, 0)
s = 38: (0, 25, 16, 26, 27, 84, 10, 28, 17, 20, 45, 0)
s = 39: (0, 41, 24, 13, 25, 147, 18, 13, 16, 20, 38, 0)
s = 40: (0, 49, 22, 16, 36, 162, 11, 11, 14, 19, 62, 0)
s = 41: (0, 28, 18, 16, 25, 119, 10, 13, 13, 33, 58, 0)
s = 42: (0, 36, 13, 15, 36, 113, 14, 22, 14, 24, 46, 0)
s = 43: (0, 28, 15, 15, 27, 133, 15, 11, 11, 25, 60, 0)
s = 44: (0, 35, 19, 21, 43, 74, 9, 16, 18, 21, 41, 0)
s = 45: (0, 35, 25, 10, 40, 113, 12, 19, 17, 29, 47, 0)
s = 46: (0, 21, 18, 14, 29, 156, 8, 18, 15, 21, 67, 0)
s = 47: (0, 25, 19, 10, 55, 77, 15, 9, 16, 21, 51, 0)
s = 48: (0, 41, 23, 18, 39, 139, 13, 15, 20, 19, 38, 0)
s = 49: (0, 36, 14, 10, 43, 106, 10, 15, 24, 19, 68, 0)
s = 50: (0, 36, 18, 13, 47, 124, 12, 13, 24, 31, 29, 0)
s = 51: (0, 20, 16, 11, 53, 144, 11, 12, 21, 24, 75, 0)
s = 52: (0, 31, 15, 24, 32, 158, 15, 18, 19, 22, 30, 0)
s = 53: (0, 34, 17, 21, 25, 110, 8, 9, 16, 19, 60, 0)
s = 54: (0, 47, 22, 11, 38, 114, 12, 19, 13, 34, 45, 0)
s = 55: (0, 19, 16, 10, 21, 122, 13, 25, 23, 20, 37, 0)
s = 56: (0, 39, 22, 8, 34, 154, 13, 29, 17, 28, 41, 0)
s = 57: (0, 42, 14, 19, 44, 161, 12, 15, 16, 23, 65, 0)
s = 58: (0, 27, 18, 10, 44, 93, 14, 16, 12, 31, 39, 0)
s = 59: (0, 26, 17, 16, 34, 169, 7, 22, 18, 24, 40, 0)
s = 60: (0, 44, 18, 21, 54, 107, 9, 10, 15, 28, 86, 0)
s = 61: (0, 39, 19, 8, 49, 130, 15, 18, 23, 36, 48, 0)
s = 62: (0, 22, 29, 9, 28, 151, 13, 17, 11, 19, 65, 0)
s = 63: (0, 27, 17, 14, 49, 184, 12, 26, 17, 19, 77, 0)
s = 64: (0, 35, 16, 26, 32, 174, 13, 16, 13, 20, 63, 0)
s = 65: (0, 50, 21, 15, 33, 110, 12, 17, 17, 14, 61, 0)
s = 66: (0, 26, 14, 15, 32, 107, 12, 19, 25, 25, 33, 0)
s = 67: (0, 35, 11, 9, 25, 208, 9, 18, 15, 20, 68, 0)
s = 68: (0, 25, 16, 12, 32, 123, 8, 12, 13, 16, 73, 0)
s = 69: (0, 23, 20, 11, 41, 189, 9, 19, 12, 26, 57, 0)
s = 70: (0, 32, 25, 11, 31, 91, 13, 10, 19, 20, 49, 0)
s = 71: (0, 43, 25, 9, 48, 161, 9, 16, 20, 30, 35, 0)
s = 72: (0, 44, 14, 13, 41, 159, 14, 10, 19, 15, 29, 0)
s = 73: (0, 57, 16, 21, 32, 175, 10, 16, 14, 32, 57, 0)
s = 74: (0, 41, 19, 15, 30, 129, 11, 23, 24, 37, 30, 0)
s = 75: (0, 34, 22, 12, 28, 116, 15, 12, 19, 16, 72, 0)
s = 76: (0, 34, 15, 16, 27, 92, 12, 19, 17, 27, 65, 0)
s = 77: (0, 26, 20, 12, 40, 121, 18, 23, 17, 22, 50, 0)
s = 78: (0, 33, 26, 15, 22, 83, 18, 22, 12, 17, 47, 0)
s = 79: (0, 28, 13, 11, 39, 75, 20, 22, 26, 32, 50, 0)
s = 80: (0, 28, 16, 13, 38, 88, 11, 11, 12, 32, 72, 0)
s = 81: (0, 40, 25, 20, 38, 152, 13, 17, 23, 29, 40, 0)
s = 82: (0, 26, 25, 15, 43, 130, 9, 11, 11, 17, 51, 0)
s = 83: (0, 48, 10, 14, 25, 183, 17, 12, 13, 34, 48, 0)
s = 84: (0, 37, 23, 21, 31, 162, 8, 21, 15, 25, 55, 0)
s = 85: (0, 19, 19, 12, 34, 134, 9, 16, 20, 26, 46, 0)
s = 86: (0, 24, 25, 23, 29, 169, 10, 22, 26, 30, 55, 0)
s = 87: (0, 32, 15, 13, 32, 127, 13, 11, 20, 40, 70, 0)
s = 88: (0, 20, 15, 15, 24, 150, 13, 15, 14, 26, 29, 0)
s = 89: (0, 43, 23, 12, 63, 108, 12, 22, 15, 38, 47, 0)
s = 90: (0, 26, 15, 12, 57, 70, 15, 24, 12, 13, 57, 0)
s = 91: (0, 43, 19, 12, 26, 109, 10, 17, 12, 34, 56, 0)
s = 92: (0, 38, 19, 12, 42, 77, 9, 18, 14, 25, 46, 0)
s = 93: (0, 25, 19, 11, 29, 125, 11, 11, 10, 35, 40, 0)
s = 94: (0, 25, 27, 11, 60, 139, 12, 17, 13, 17, 43, 0)
s = 95: (0, 61, 17, 21, 49, 204, 13, 21, 12, 25, 30, 0)
s = 96: (0, 23, 13, 12, 45, 118, 8, 14, 13, 23, 55, 0)
s = 97: (0, 33, 16, 12, 28, 159, 9, 18, 20, 18, 43, 0)
s = 98: (0, 44, 26, 11, 52, 132, 14, 26, 19, 20, 38, 0)
s = 99: (0, 19, 14, 14, 41, 116, 13, 21, 19, 22, 33, 0)
s = 100: (0, 26, 23, 16, 41, 90, 13, 25, 20, 16, 29, 0)
s = 101: (0, 29, 11, 10, 53, 90, 14, 13, 11, 31, 74, 0)
s = 102: (0, 53, 13, 8, 22, 199, 11, 11, 16, 30, 41, 0)
s = 103: (0, 26, 23, 20, 25, 84, 13, 11, 14, 20, 51, 0)
s = 104: (0, 30, 11, 13, 31, 104, 7, 21, 23, 29, 75, 0)
s = 105: (0, 27, 12, 10, 44, 108, 9, 16, 20, 14, 51, 0)
s = 106: (0, 52, 27, 17, 52, 150, 13, 18, 18, 35, 77, 0)
s = 107: (0, 35, 18, 13, 25, 119, 16, 12, 13, 21, 65, 0)
s = 108: (0, 21, 19, 21, 24, 143, 13, 11, 30, 29, 81, 0)
s = 109: (0, 37, 15, 15, 42, 187, 12, 20, 18, 31, 52, 0)
s = 110: (0, 29, 20, 10, 26, 133, 16, 18, 25, 40, 57, 0)
s = 111: (0, 24, 20, 12, 38, 106, 13, 17, 16, 23, 75, 0)
s = 112: (0, 35, 13, 15, 31, 209, 8, 16, 14, 26, 62, 0)
s = 113: (0, 21, 22, 19, 32, 111, 8, 16, 13, 25, 46, 0)
s = 114: (0, 36, 13, 13, 35, 90, 20, 12, 10, 23, 51, 0)
s = 115: (0, 42, 14, 19, 36, 122, 16, 11, 20, 24, 36, 0)
s = 116: (0, 45, 18, 14, 28, 138, 12, 31, 16, 17, 62, 0)
s = 117: (0, 26, 31, 13, 34, 132, 9, 10, 12, 21, 36, 0)
s = 118: (0, 21, 18, 16, 22, 159, 13, 11, 14, 14, 41, 0)
s = 119: (0, 30, 23, 14, 36, 93, 15, 25, 9, 36, 34, 0)
s = 120: (0, 26, 18, 22, 34, 173, 10, 15, 21, 25, 39, 0)
s = 121: (0, 27, 16, 12, 34, 179, 11, 22, 20, 16, 50, 0)
s = 122: (0, 35, 17, 13, 29, 135, 16, 19, 11, 13, 72, 0)
s = 123: (0, 24, 12, 16, 27, 78, 9, 15, 19, 33, 43, 0)
s = 124: (0, 26, 13, 19, 31, 132, 12, 11, 26, 19, 41, 0)
s = 125: (0, 22, 20, 17, 40, 83, 14, 20, 12, 15, 31, 0)
s = 126: (0, 45, 22, 18, 31, 157, 9, 19, 12, 25, 32, 0)
s = 127: (0, 50, 18, 15, 26, 129, 19, 21, 13, 28, 34, 0)
s = 128: (0, 43, 12, 11, 36, 199, 13, 17, 22, 15, 32, 0)
s = 129: (0, 28, 21, 14, 22, 84, 9, 12, 13, 28, 48, 0)
s = 130: (0, 38, 18, 15, 44, 207, 13, 15, 14, 23, 49, 0)
s = 131: (0, 60, 14, 9, 42, 96, 11, 20, 14, 29, 37, 0)
s = 132: (0, 39, 10, 17, 36, 148, 8, 16, 13, 23, 29, 0)
s = 133: (0, 50, 21, 14, 29, 187, 9, 25, 10, 24, 42, 0)
s = 134: (0, 26, 25, 11, 28, 119, 12, 17, 16, 21, 47, 0)
s = 135: (0, 44, 14, 14, 35, 143, 13, 21, 9, 24, 67, 0)
s = 136: (0, 35, 22, 18, 31, 112, 9, 20, 15, 24, 46, 0)
s = 137: (0, 49, 17, 21, 27, 172, 11, 23, 19, 33, 39, 0)
s = 138: (0, 22, 12, 9, 37, 140, 20, 19, 15, 17, 68, 0)
s = 139: (0, 32, 18, 18, 37, 163, 12, 25, 20, 16, 30, 0)
s = 140: (0, 34, 27, 10, 39, 104, 13, 13, 13, 37, 58, 0)
s = 141: (0, 47, 13, 15, 44, 152, 15, 11, 14, 26, 33, 0)
s = 142: (0, 27, 11, 12, 43, 101, 10, 13, 13, 27, 47, 0)
s = 143: (0, 54, 11, 21, 34, 134, 15, 13, 12, 21, 34, 0)
s = 144: (0, 25, 18, 13, 42, 102, 10, 32, 10, 29, 46, 0)
s = 145: (0, 46, 20, 16, 34, 116, 18, 15, 16, 29, 32, 0)
s = 146: (0, 35, 22, 16, 36, 96, 17, 14, 17, 32, 33, 0)
s = 147: (0, 27, 22, 8, 45, 83, 10, 17, 11, 19, 78, 0)
s = 148: (0, 36, 26, 11, 34, 120, 8, 17, 18, 24, 29, 0)
s = 149: (0, 27, 12, 27, 34, 92, 16, 17, 16, 28, 37, 0)
s = 150: (0, 34, 20, 15, 27, 132, 14, 18, 13, 28, 69, 0)
s = 151: (0, 23, 14, 11, 22, 135, 11, 17, 16, 26, 63, 0)
s = 152: (0, 35, 20, 20, 26, 77, 13, 10, 13, 30, 49, 0)
s = 153: (0, 44, 14, 15, 46, 145, 11, 16, 13, 18, 76, 0)
s = 154: (0, 41, 21, 16, 33, 126, 15, 12, 16, 23, 61, 0)
s = 155: (0, 24, 14, 23, 46, 80, 13, 12, 13, 14, 59, 0)
s = 156: (0, 31, 12, 11, 55, 79, 9, 13, 11, 27, 64, 0)
s = 157: (0, 18, 18, 18, 42, 100, 14, 16, 21, 36, 27, 0)
s = 158: (0, 33, 15, 14, 39, 101, 11, 21, 12, 32, 37, 0)
s = 159: (0, 31, 15, 14, 32, 146, 13, 12, 11, 22, 52, 0)
s = 160: (0, 33, 10, 15, 35, 150, 12, 19, 18, 18, 32, 0)
s = 161: (0, 39, 17, 17, 58, 149, 12, 25, 13, 19, 67, 0)
s = 162: (0, 45, 16, 20, 27, 93, 12, 11, 16, 26, 49, 0)
s = 163: (0, 34, 16, 15, 43, 95, 13, 22, 17, 14, 72, 0)
s = 164: (0, 32, 23, 17, 33, 98, 14, 18, 16, 21, 46, 0)
s = 165: (0, 21, 32, 11, 43, 135, 9, 16, 15, 23, 63, 0)
s = 166: (0, 36, 25, 9, 32, 120, 14, 11, 13, 21, 33, 0)
s = 167: (0, 32, 26, 20, 41, 149, 9, 21, 19, 31, 47, 0)
s = 168: (0, 37, 22, 17, 30, 114, 12, 18, 17, 23, 63, 0)
s = 169: (0, 33, 17, 11, 21, 90, 9, 21, 8, 34, 52, 0)
s = 170: (0, 29, 20, 14, 26, 124, 11, 17, 16, 22, 43, 0)
s = 171: (0, 46, 12, 12, 33, 132, 11, 11, 11, 26, 39, 0)
s = 172: (0, 20, 14, 18, 25, 147, 8, 13, 15, 22, 60, 0)
s = 173: (0, 31, 13, 18, 24, 125, 8, 24, 23, 28, 66, 0)
s = 174: (0, 29, 24, 22, 32, 210, 15, 10, 16, 38, 77, 0)
s = 175: (0, 22, 22, 12, 26, 101, 9, 9, 20, 24, 45, 0)
s = 176: (0, 40, 12, 21, 28, 94, 16, 13, 18, 32, 54, 0)
s = 177: (0, 34, 17, 15, 33, 135, 17, 16, 22, 18, 43, 0)
s = 178: (0, 35, 17, 16, 53, 95, 10, 12, 20, 27, 36, 0)
s = 179: (0, 29, 30, 12, 53, 106, 13, 20, 16, 16, 52, 0)
s = 180: (0, 24, 11, 20, 58, 106, 10, 22, 21, 22, 48, 0)
s = 181: (0, 25, 19, 15, 44, 84, 17, 27, 12, 32, 48, 0)
s = 182: (0, 24, 21, 10, 53, 125, 12, 15, 11, 35, 47, 0)
s = 183: (0, 24, 27, 21, 40, 103, 11, 24, 19, 15, 51, 0)
s = 184: (0, 48, 23, 14, 35, 134, 11, 28, 20, 25, 34, 0)
s = 185: (0, 28, 33, 12, 30, 83, 9, 15, 16, 21, 58, 0)
s = 186: (0, 28, 17, 10, 54, 75, 10, 19, 18, 29, 46, 0)
s = 187: (0, 41, 25, 13, 59, 152, 15, 14, 12, 32, 27, 0)
s = 188: (0, 30, 21, 12, 31, 152, 19, 24, 21, 25, 79, 0)
s = 189: (0, 31, 16, 14, 54, 100, 13, 17, 14, 20, 49, 0)
s = 190: (0, 53, 17, 11, 57, 132, 15, 18, 12, 22, 71, 0)
s = 191: (0, 49, 25, 21, 22, 129, 20, 21, 15, 22, 41, 0)
s = 192: (0, 21, 12, 11, 44, 97, 10, 11, 13, 29, 31, 0)
s = 193: (0, 36, 30, 13, 32, 76, 13, 16, 13, 30, 67, 0)
s = 194: (0, 29, 16, 21, 55, 113, 15, 15, 25, 20, 35, 0)
s = 195: (0, 26, 12, 21, 29, 173, 13, 12, 15, 23, 58, 0)
s = 196: (0, 25, 28, 12, 45, 166, 12, 15, 11, 15, 41, 0)
s = 197: (0, 29, 20, 15, 26, 90, 10, 14, 13, 21, 44, 0)
s = 198: (0, 18, 29, 17, 27, 176, 7, 16, 11, 15, 73, 0)
s = 199: (0, 40, 27, 11, 23, 160, 20, 12, 15, 18, 28, 0)
s = 200: (0, 21, 15, 12, 39, 95, 15, 10, 21, 33, 39, 0)
------------------------------------------------------------------------
RESOURCE k = 2
s = 1: (0, 32, 24, 15, 24, 91, 12, 8, 7, 39, 71, 0)
s = 2: (0, 28, 28, 13, 42, 80, 20, 10, 11, 45, 108, 0)
s = 3: (0, 32, 17, 21, 43, 73, 20, 5, 6, 29, 98, 0)
s = 4: (0, 25, 22, 13, 38, 75, 24, 8, 9, 33, 106, 0)
s = 5: (0, 43, 20, 9, 25, 73, 17, 8, 8, 47, 114, 0)
s = 6: (0, 27, 23, 11, 29, 54, 16, 7, 12, 51, 98, 0)
s = 7: (0, 31, 21, 15, 38, 136, 14, 5, 12, 32, 67, 0)
s = 8: (0, 21, 17, 16, 28, 100, 12, 4, 11, 48, 131, 0)
s = 9: (0, 24, 17, 14, 15, 107, 19, 4, 9, 31, 90, 0)
s = 10: (0, 20, 31, 17, 31, 113, 11, 5, 9, 37, 62, 0)
s = 11: (0, 32, 15, 18, 36, 140, 15, 9, 12, 43, 111, 0)
s = 12: (0, 20, 14, 21, 30, 78, 24, 8, 9, 45, 109, 0)
s = 13: (0, 30, 27, 9, 37, 153, 18, 7, 8, 29, 72, 0)
s = 14: (0, 45, 21, 19, 35, 114, 10, 8, 8, 62, 84, 0)
s = 15: (0, 25, 14, 12, 22, 95, 16, 10, 12, 49, 101, 0)
s = 16: (0, 29, 16, 11, 35, 141, 13, 4, 11, 54, 97, 0)
s = 17: (0, 29, 20, 12, 19, 65, 16, 7, 8, 30, 112, 0)
s = 18: (0, 22, 14, 9, 26, 73, 16, 5, 10, 50, 86, 0)
s = 19: (0, 29, 17, 11, 29, 85, 16, 9, 7, 33, 90, 0)
s = 20: (0, 29, 16, 16, 33, 88, 19, 5, 7, 28, 46, 0)
s = 21: (0, 47, 19, 13, 36, 111, 25, 7, 14, 34, 67, 0)
s = 22: (0, 28, 28, 12, 21, 71, 13, 10, 7, 45, 114, 0)
s = 23: (0, 22, 14, 16, 30, 88, 17, 10, 8, 48, 72, 0)
s = 24: (0, 25, 19, 7, 24, 109, 15, 7, 7, 57, 67, 0)
s = 25: (0, 36, 14, 14, 41, 168, 10, 6, 7, 44, 61, 0)
s = 26: (0, 23, 20, 14, 17, 102, 11, 12, 8, 53, 83, 0)
s = 27: (0, 30, 34, 16, 27, 76, 17, 8, 12, 57, 103, 0)
s = 28: (0, 39, 25, 15, 31, 126, 11, 8, 8, 45, 73, 0)
s = 29: (0, 25, 21, 14, 30, 127, 14, 9, 9, 63, 137, 0)
s = 30: (0, 28, 22, 9, 23, 68, 15, 9, 9, 38, 96, 0)
s = 31: (0, 34, 16, 13, 20, 195, 11, 8, 7, 60, 71, 0)
s = 32: (0, 18, 20, 12, 28, 105, 14, 9, 7, 53, 162, 0)
s = 33: (0, 27, 19, 12, 23, 67, 9, 8, 9, 58, 100, 0)
s = 34: (0, 37, 27, 9, 18, 148, 18, 5, 8, 44, 101, 0)
s = 35: (0, 31, 16, 19, 44, 91, 21, 7, 13, 55, 91, 0)
s = 36: (0, 40, 18, 7, 45, 106, 12, 5, 17, 30, 109, 0)
s = 37: (0, 18, 32, 11, 28, 96, 16, 5, 11, 45, 70, 0)
s = 38: (0, 23, 17, 24, 20, 70, 13, 12, 11, 40, 76, 0)
s = 39: (0, 37, 27, 12, 18, 123, 24, 6, 11, 39, 64, 0)
s = 40: (0, 44, 24, 15, 26, 135, 15, 5, 10, 38, 106, 0)
s = 41: (0, 25, 20, 15, 18, 99, 13, 6, 9, 66, 97, 0)
s = 42: (0, 33, 15, 14, 26, 94, 19, 10, 9, 47, 78, 0)
s = 43: (0, 25, 17, 14, 19, 111, 19, 5, 8, 50, 102, 0)
s = 44: (0, 32, 21, 19, 31, 62, 11, 7, 12, 41, 69, 0)
s = 45: (0, 32, 28, 9, 29, 95, 16, 9, 12, 58, 80, 0)
s = 46: (0, 20, 19, 13, 21, 130, 11, 8, 10, 41, 114, 0)
s = 47: (0, 22, 21, 9, 40, 64, 19, 4, 11, 41, 86, 0)
s = 48: (0, 37, 26, 17, 28, 116, 17, 7, 13, 38, 65, 0)
s = 49: (0, 33, 16, 9, 31, 88, 13, 7, 16, 38, 115, 0)
s = 50: (0, 32, 20, 12, 34, 104, 16, 6, 16, 61, 49, 0)
s = 51: (0, 19, 18, 10, 38, 120, 14, 6, 14, 48, 127, 0)
s = 52: (0, 28, 16, 22, 23, 131, 20, 8, 13, 43, 51, 0)
s = 53: (0, 31, 19, 20, 18, 92, 11, 4, 11, 37, 101, 0)
s = 54: (0, 43, 24, 10, 28, 95, 16, 9, 9, 67, 75, 0)
s = 55: (0, 17, 18, 9, 15, 102, 17, 11, 16, 40, 62, 0)
s = 56: (0, 35, 25, 7, 25, 128, 17, 13, 11, 56, 70, 0)
s = 57: (0, 38, 15, 18, 32, 134, 16, 7, 11, 46, 110, 0)
s = 58: (0, 25, 20, 9, 32, 77, 19, 7, 8, 61, 65, 0)
s = 59: (0, 24, 18, 15, 25, 141, 10, 10, 12, 48, 68, 0)
s = 60: (0, 40, 20, 20, 39, 89, 11, 5, 10, 55, 147, 0)
s = 61: (0, 35, 21, 8, 36, 108, 20, 8, 15, 72, 82, 0)
s = 62: (0, 20, 32, 8, 20, 126, 17, 8, 8, 38, 110, 0)
s = 63: (0, 24, 19, 13, 35, 153, 15, 12, 11, 38, 130, 0)
s = 64: (0, 31, 18, 24, 23, 145, 17, 7, 9, 40, 107, 0)
s = 65: (0, 45, 23, 14, 24, 92, 15, 8, 12, 28, 103, 0)
s = 66: (0, 24, 15, 14, 23, 89, 16, 9, 17, 50, 56, 0)
s = 67: (0, 32, 12, 8, 18, 174, 12, 8, 10, 39, 116, 0)
s = 68: (0, 23, 18, 11, 23, 102, 10, 6, 9, 31, 124, 0)
s = 69: (0, 21, 22, 10, 30, 158, 11, 9, 8, 51, 97, 0)
s = 70: (0, 29, 28, 11, 22, 76, 17, 5, 13, 40, 83, 0)
s = 71: (0, 39, 27, 9, 35, 134, 11, 7, 13, 59, 60, 0)
s = 72: (0, 40, 15, 12, 30, 132, 18, 5, 13, 29, 48, 0)
s = 73: (0, 52, 18, 19, 23, 146, 13, 7, 10, 63, 97, 0)
s = 74: (0, 38, 21, 14, 22, 107, 14, 10, 16, 73, 51, 0)
s = 75: (0, 31, 25, 11, 20, 97, 20, 6, 13, 31, 121, 0)
s = 76: (0, 31, 17, 15, 20, 77, 16, 9, 11, 54, 110, 0)
s = 77: (0, 24, 22, 11, 29, 101, 24, 11, 11, 43, 85, 0)
s = 78: (0, 30, 29, 14, 16, 70, 24, 10, 8, 33, 79, 0)
s = 79: (0, 26, 15, 11, 29, 62, 27, 10, 17, 64, 85, 0)
s = 80: (0, 25, 17, 12, 28, 74, 15, 5, 8, 63, 122, 0)
s = 81: (0, 36, 28, 18, 28, 127, 17, 8, 15, 57, 68, 0)
s = 82: (0, 24, 28, 14, 31, 108, 12, 5, 8, 34, 87, 0)
s = 83: (0, 43, 12, 13, 18, 153, 22, 5, 9, 67, 81, 0)
s = 84: (0, 33, 26, 19, 22, 135, 11, 9, 10, 49, 92, 0)
s = 85: (0, 18, 21, 11, 24, 112, 12, 7, 13, 52, 78, 0)
s = 86: (0, 22, 28, 21, 21, 141, 14, 10, 18, 60, 93, 0)
s = 87: (0, 29, 17, 12, 23, 106, 17, 5, 13, 79, 118, 0)
s = 88: (0, 18, 17, 14, 17, 125, 17, 7, 9, 51, 49, 0)
s = 89: (0, 39, 25, 11, 46, 90, 16, 10, 10, 75, 80, 0)
s = 90: (0, 23, 16, 11, 41, 59, 19, 11, 8, 26, 96, 0)
s = 91: (0, 39, 21, 12, 19, 91, 13, 8, 8, 67, 96, 0)
s = 92: (0, 35, 21, 11, 30, 65, 11, 8, 9, 50, 78, 0)
s = 93: (0, 22, 21, 10, 21, 104, 14, 5, 7, 70, 68, 0)
s = 94: (0, 23, 29, 10, 44, 116, 15, 8, 9, 34, 73, 0)
s = 95: (0, 56, 19, 20, 36, 170, 17, 10, 8, 50, 51, 0)
s = 96: (0, 21, 15, 11, 33, 98, 11, 6, 9, 46, 93, 0)
s = 97: (0, 30, 17, 11, 21, 133, 12, 8, 13, 35, 73, 0)
s = 98: (0, 40, 28, 10, 38, 110, 18, 11, 13, 40, 63, 0)
s = 99: (0, 17, 16, 13, 30, 96, 17, 10, 13, 43, 56, 0)
s = 100: (0, 24, 26, 15, 29, 75, 18, 11, 14, 32, 48, 0)
s = 101: (0, 26, 12, 10, 39, 75, 19, 6, 8, 62, 125, 0)
s = 102: (0, 48, 15, 7, 16, 166, 15, 5, 11, 59, 69, 0)
s = 103: (0, 24, 25, 19, 18, 70, 17, 5, 9, 39, 86, 0)
s = 104: (0, 27, 12, 12, 22, 87, 10, 9, 16, 58, 126, 0)
s = 105: (0, 24, 14, 10, 32, 90, 12, 7, 13, 28, 87, 0)
s = 106: (0, 47, 30, 16, 38, 125, 17, 8, 12, 69, 131, 0)
s = 107: (0, 32, 20, 12, 18, 100, 22, 5, 9, 42, 109, 0)
s = 108: (0, 20, 21, 19, 17, 119, 17, 5, 20, 57, 137, 0)
s = 109: (0, 34, 17, 14, 30, 156, 16, 9, 12, 61, 88, 0)
s = 110: (0, 27, 22, 9, 19, 111, 22, 8, 17, 80, 96, 0)
