s = 23: (0, 53, 31, 51, 60, 43, 52, 18, 44, 16, 24, 0)
s = 24: (0, 129, 34, 33, 48, 45, 48, 19, 62, 19, 46, 0)
s = 25: (0, 126, 47, 81, 42, 62, 66, 25, 96, 20, 30, 0)
s = 26: (0, 91, 44, 57, 62, 72, 35, 24, 82, 16, 44, 0)
s = 27: (0, 100, 42, 27, 84, 76, 56, 24, 67, 11, 29, 0)
s = 28: (0, 49, 88, 45, 70, 60, 58, 29, 87, 13, 50, 0)
s = 29: (0, 71, 45, 64, 89, 50, 31, 22, 68, 10, 33, 0)
s = 30: (0, 134, 39, 68, 68, 51, 39, 20, 59, 12, 34, 0)
s = 31: (0, 73, 32, 37, 73, 57, 27, 15, 107, 19, 53, 0)
s = 32: (0, 56, 33, 51, 71, 52, 44, 22, 77, 12, 51, 0)
s = 33: (0, 77, 83, 50, 45, 36, 33, 19, 113, 11, 30, 0)
s = 34: (0, 107, 40, 40, 72, 53, 42, 23, 62, 8, 50, 0)
s = 35: (0, 97, 62, 84, 41, 47, 67, 20, 47, 11, 33, 0)
s = 36: (0, 109, 33, 76, 46, 42, 27, 33, 87, 15, 56, 0)
s = 37: (0, 52, 49, 70, 71, 48, 30, 26, 68, 9, 44, 0)
s = 38: (0, 83, 52, 57, 49, 33, 48, 23, 75, 11, 49, 0)
s = 39: (0, 52, 38, 57, 62, 49, 41, 24, 72, 18, 34, 0)
s = 40: (0, 70, 44, 38, 76, 50, 31, 27, 75, 11, 53, 0)
s = 41: (0, 86, 26, 57, 51, 45, 41, 16, 78, 8, 34, 0)
s = 42: (0, 57, 61, 46, 72, 74, 41, 27, 76, 9, 61, 0)
s = 43: (0, 61, 69, 39, 46, 44, 45, 16, 118, 12, 42, 0)
s = 44: (0, 92, 82, 29, 85, 36, 83, 29, 94, 15, 49, 0)
s = 45: (0, 97, 54, 39, 53, 61, 53, 25, 71, 14, 44, 0)
s = 46: (0, 106, 53, 49, 56, 35, 38, 21, 64, 8, 36, 0)
s = 47: (0, 114, 28, 52, 109, 42, 35, 22, 74, 16, 38, 0)
s = 48: (0, 132, 60, 40, 70, 65, 30, 28, 45, 19, 34, 0)
s = 49: (0, 72, 40, 54, 43, 58, 74, 17, 79, 18, 60, 0)
s = 50: (0, 64, 45, 56, 77, 47, 72, 21, 85, 18, 38, 0)
s = 51: (0, 81, 52, 51, 55, 56, 28, 23, 101, 15, 38, 0)
s = 52: (0, 63, 46, 67, 91, 53, 55, 23, 58, 17, 56, 0)
s = 53: (0, 57, 58, 55, 58, 40, 61, 21, 68, 15, 57, 0)
s = 54: (0, 79, 57, 37, 39, 85, 65, 29, 45, 11, 35, 0)
s = 55: (0, 124, 37, 53, 46, 33, 44, 35, 44, 9, 29, 0)
s = 56: (0, 80, 38, 61, 113, 53, 41, 20, 70, 15, 59, 0)
s = 57: (0, 96, 44, 64, 40, 56, 39, 20, 100, 16, 26, 0)
s = 58: (0, 68, 52, 40, 56, 48, 37, 19, 124, 14, 26, 0)
s = 59: (0, 52, 35, 44, 120, 40, 38, 28, 71, 16, 33, 0)
s = 60: (0, 103, 64, 48, 75, 56, 60, 24, 90, 16, 48, 0)
s = 61: (0, 65, 58, 39, 84, 39, 45, 30, 54, 15, 27, 0)
s = 62: (0, 129, 39, 68, 107, 46, 59, 41, 69, 16, 45, 0)
s = 63: (0, 106, 46, 52, 46, 39, 61, 21, 51, 14, 45, 0)
s = 64: (0, 81, 38, 60, 62, 41, 68, 20, 90, 16, 42, 0)
s = 65: (0, 54, 39, 61, 88, 53, 54, 24, 116, 11, 49, 0)
s = 66: (0, 81, 70, 26, 54, 42, 38, 22, 67, 13, 32, 0)
s = 67: (0, 62, 43, 55, 93, 41, 40, 25, 53, 14, 47, 0)
s = 68: (0, 77, 39, 39, 63, 50, 38, 24, 101, 14, 27, 0)
s = 69: (0, 82, 54, 30, 55, 73, 37, 15, 90, 9, 39, 0)
s = 70: (0, 76, 56, 46, 56, 48, 47, 19, 80, 11, 54, 0)
s = 71: (0, 76, 38, 34, 65, 38, 33, 21, 92, 20, 59, 0)
s = 72: (0, 58, 46, 62, 61, 27, 31, 33, 70, 11, 59, 0)
s = 73: (0, 114, 35, 37, 79, 89, 49, 25, 59, 10, 58, 0)
s = 74: (0, 105, 58, 44, 71, 69, 51, 25, 61, 12, 57, 0)
s = 75: (0, 124, 68, 49, 62, 31, 78, 25, 59, 14, 52, 0)
s = 76: (0, 83, 45, 55, 85, 64, 47, 17, 54, 13, 53, 0)
s = 77: (0, 60, 29, 46, 53, 57, 53, 33, 121, 21, 52, 0)
s = 78: (0, 119, 60, 36, 41, 77, 53, 16, 100, 20, 26, 0)
s = 79: (0, 117, 42, 74, 59, 52, 78, 19, 79, 12, 42, 0)
s = 80: (0, 80, 58, 36, 46, 83, 42, 35, 102, 16, 37, 0)
s = 81: (0, 96, 76, 38, 56, 40, 70, 20, 84, 22, 30, 0)
s = 82: (0, 70, 37, 33, 67, 31, 50, 19, 84, 10, 48, 0)
s = 83: (0, 61, 35, 41, 46, 39, 39, 18, 74, 12, 35, 0)
s = 84: (0, 100, 56, 41, 50, 42, 50, 30, 94, 14, 52, 0)
s = 85: (0, 68, 52, 44, 62, 50, 60, 17, 81, 17, 65, 0)
s = 86: (0, 66, 51, 62, 58, 62, 46, 21, 86, 13, 24, 0)
s = 87: (0, 82, 50, 71, 50, 55, 34, 22, 80, 11, 28, 0)
s = 88: (0, 67, 66, 79, 78, 59, 56, 33, 99, 11, 28, 0)
s = 89: (0, 76, 64, 66, 72, 62, 58, 18, 72, 9, 42, 0)
s = 90: (0, 87, 37, 60, 109, 37, 39, 28, 90, 11, 38, 0)
s = 91: (0, 80, 31, 39, 109, 47, 49, 20, 60, 13, 27, 0)
s = 92: (0, 72, 39, 41, 80, 44, 54, 28, 87, 14, 47, 0)
s = 93: (0, 96, 61, 78, 84, 63, 42, 28, 62, 14, 31, 0)
s = 94: (0, 99, 29, 76, 49, 45, 54, 17, 93, 15, 40, 0)
s = 95: (0, 92, 42, 54, 98, 37, 52, 17, 87, 16, 39, 0)
s = 96: (0, 93, 54, 37, 44, 43, 51, 28, 101, 16, 52, 0)
s = 97: (0, 76, 30, 56, 41, 57, 43, 26, 74, 10, 42, 0)
s = 98: (0, 143, 44, 37, 68, 32, 32, 25, 82, 14, 23, 0)
s = 99: (0, 94, 72, 46, 50, 52, 73, 20, 123, 12, 66, 0)
s = 100: (0, 98, 83, 64, 76, 51, 49, 40, 63, 17, 56, 0)
s = 101: (0, 60, 38, 51, 51, 53, 34, 26, 60, 9, 38, 0)
s = 102: (0, 62, 53, 61, 41, 32, 40, 22, 115, 18, 38, 0)
s = 103: (0, 107, 53, 46, 55, 33, 82, 18, 76, 19, 38, 0)
s = 104: (0, 82, 75, 61, 39, 74, 41, 18, 92, 8, 53, 0)
s = 105: (0, 91, 43, 36, 61, 30, 37, 14, 93, 9, 46, 0)
s = 106: (0, 94, 44, 40, 77, 67, 42, 25, 51, 17, 50, 0)
s = 107: (0, 92, 33, 33, 103, 70, 30, 21, 91, 17, 52, 0)
s = 108: (0, 64, 51, 68, 59, 47, 41, 20, 83, 14, 61, 0)
s = 109: (0, 73, 47, 57, 48, 35, 50, 18, 47, 10, 36, 0)
s = 110: (0, 77, 61, 42, 92, 48, 80, 31, 87, 10, 38, 0)
s = 111: (0, 87, 34, 69, 50, 42, 33, 18, 87, 18, 26, 0)
s = 112: (0, 82, 57, 37, 86, 39, 47, 28, 91, 10, 27, 0)
s = 113: (0, 78, 65, 45, 61, 56, 70, 16, 94, 21, 33, 0)
s = 114: (0, 89, 66, 46, 66, 41, 51, 22, 43, 14, 29, 0)
s = 115: (0, 64, 42, 47, 50, 63, 39, 20, 57, 16, 57, 0)
s = 116: (0, 71, 45, 38, 96, 32, 67, 29, 47, 11, 41, 0)
s = 117: (0, 100, 81, 43, 102, 55, 45, 32, 66, 8, 60, 0)
s = 118: (0, 96, 69, 61, 97, 59, 49, 35, 72, 12, 48, 0)
s = 119: (0, 67, 53, 39, 68, 44, 36, 30, 89, 16, 28, 0)
s = 120: (0, 71, 39, 66, 73, 55, 55, 31, 56, 12, 38, 0)
s = 121: (0, 60, 38, 48, 81, 36, 37, 21, 45, 13, 27, 0)
s = 122: (0, 61, 33, 31, 61, 53, 42, 22, 62, 12, 45, 0)
s = 123: (0, 69, 35, 35, 57, 40, 50, 32, 128, 10, 65, 0)
s = 124: (0, 88, 56, 40, 96, 63, 39, 20, 46, 15, 34, 0)
s = 125: (0, 73, 49, 61, 42, 52, 26, 28, 97, 13, 55, 0)
s = 126: (0, 104, 56, 50, 53, 29, 52, 22, 77, 13, 50, 0)
s = 127: (0, 52, 66, 32, 67, 58, 51, 26, 86, 10, 43, 0)
s = 128: (0, 99, 48, 53, 47, 48, 40, 18, 75, 17, 30, 0)
s = 129: (0, 88, 52, 40, 38, 70, 70, 18, 69, 11, 48, 0)
s = 130: (0, 138, 65, 54, 47, 69, 42, 18, 51, 11, 60, 0)
s = 131: (0, 88, 38, 46, 38, 61, 43, 38, 71, 17, 25, 0)
s = 132: (0, 68, 57, 57, 44, 40, 62, 19, 75, 13, 35, 0)
s = 133: (0, 62, 33, 38, 79, 52, 30, 23, 112, 10, 29, 0)
s = 134: (0, 66, 49, 69, 46, 87, 57, 25, 57, 21, 80, 0)
s = 135: (0, 74, 44, 75, 89, 54, 47, 33, 49, 11, 40, 0)
s = 136: (0, 121, 46, 44, 45, 49, 34, 32, 86, 10, 37, 0)
s = 137: (0, 77, 73, 29, 116, 34, 30, 39, 52, 14, 28, 0)
s = 138: (0, 104, 33, 77, 95, 67, 39, 24, 41, 14, 40, 0)
s = 139: (0, 55, 53, 30, 76, 56, 32, 23, 113, 8, 37, 0)
s = 140: (0, 114, 46, 43, 77, 75, 30, 23, 76, 12, 48, 0)
s = 141: (0, 92, 57, 60, 91, 48, 34, 41, 52, 14, 33, 0)
s = 142: (0, 70, 60, 42, 54, 41, 60, 32, 48, 11, 45, 0)
s = 143: (0, 73, 50, 51, 59, 46, 39, 18, 56, 8, 43, 0)
s = 144: (0, 86, 34, 47, 60, 55, 44, 21, 91, 14, 31, 0)
s = 145: (0, 69, 69, 57, 49, 59, 43, 32, 53, 14, 42, 0)
s = 146: (0, 49, 39, 31, 86, 47, 50, 17, 73, 15, 36, 0)
s = 147: (0, 69, 38, 39, 83, 61, 37, 28, 68, 12, 34, 0)
s = 148: (0, 60, 38, 45, 52, 46, 68, 18, 93, 19, 33, 0)
s = 149: (0, 117, 48, 31, 46, 47, 42, 19, 70, 16, 58, 0)
s = 150: (0, 91, 55, 30, 62, 52, 60, 22, 87, 13, 46, 0)
s = 151: (0, 62, 47, 54, 46, 43, 46, 18, 65, 8, 33, 0)
s = 152: (0, 120, 52, 33, 63, 34, 58, 21, 119, 10, 37, 0)
s = 153: (0, 70, 29, 50, 58, 35, 45, 20, 57, 16, 45, 0)
s = 154: (0, 66, 40, 48, 101, 52, 55, 19, 62, 10, 78, 0)
s = 155: (0, 50, 44, 46, 91, 47, 34, 37, 119, 13, 25, 0)
s = 156: (0, 85, 58, 60, 83, 47, 41, 21, 75, 15, 52, 0)
s = 157: (0, 123, 45, 39, 76, 68, 46, 37, 60, 26, 60, 0)
s = 158: (0, 84, 32, 62, 52, 68, 62, 20, 51, 12, 50, 0)
s = 159: (0, 115, 48, 38, 48, 54, 43, 26, 71, 10, 39, 0)
s = 160: (0, 73, 35, 49, 88, 44, 45, 26, 94, 17, 43, 0)
s = 161: (0, 105, 58, 63, 45, 45, 45, 15, 72, 10, 36, 0)
s = 162: (0, 78, 38, 52, 56, 66, 56, 26, 88, 11, 39, 0)
s = 163: (0, 62, 42, 51, 63, 34, 40, 20, 64, 10, 31, 0)
s = 164: (0, 125, 38, 43, 69, 58, 40, 15, 72, 11, 40, 0)
s = 165: (0, 76, 30, 47, 44, 43, 57, 20, 68, 20, 45, 0)
s = 166: (0, 121, 51, 50, 83, 36, 33, 24, 89, 11, 27, 0)
s = 167: (0, 50, 44, 38, 62, 71, 77, 16, 67, 18, 29, 0)
s = 168: (0, 90, 58, 67, 70, 36, 52, 25, 95, 13, 38, 0)
s = 169: (0, 105, 55, 46, 111, 34, 47, 16, 47, 9, 33, 0)
s = 170: (0, 54, 37, 32, 62, 64, 30, 21, 107, 13, 34, 0)
s = 171: (0, 69, 41, 38, 119, 57, 44, 17, 76, 13, 66, 0)
s = 172: (0, 81, 50, 49, 83, 41, 31, 24, 115, 12, 50, 0)
s = 173: (0, 100, 51, 50, 64, 42, 40, 17, 73, 11, 38, 0)
s = 174: (0, 94, 44, 50, 65, 41, 44, 27, 56, 16, 34, 0)
s = 175: (0, 134, 37, 41, 119, 39, 53, 20, 105, 11, 41, 0)
s = 176: (0, 83, 51, 43, 50, 78, 41, 21, 86, 10, 29, 0)
s = 177: (0, 59, 34, 53, 51, 51, 38, 28, 67, 17, 24, 0)
s = 178: (0, 63, 54, 35, 71, 65, 32, 28, 108, 15, 48, 0)
s = 179: (0, 114, 37, 30, 79, 52, 58, 15, 92, 11, 29, 0)
s = 180: (0, 84, 46, 57, 84, 39, 31, 21, 60, 11, 55, 0)
s = 181: (0, 82, 30, 50, 46, 55, 36, 22, 72, 10, 55, 0)
s = 182: (0, 64, 47, 40, 71, 36, 46, 32, 116, 15, 36, 0)
s = 183: (0, 99, 67, 62, 69, 58, 30, 20, 72, 13, 41, 0)
s = 184: (0, 94, 59, 29, 62, 46, 45, 18, 75, 17, 49, 0)
s = 185: (0, 135, 26, 53, 67, 42, 39, 28, 112, 16, 38, 0)
s = 186: (0, 65, 29, 52, 60, 41, 32, 24, 85, 16, 43, 0)
s = 187: (0, 71, 35, 46, 78, 65, 49, 16, 94, 18, 45, 0)
s = 188: (0, 59, 67, 39, 65, 69, 47, 21, 66, 9, 36, 0)
s = 189: (0, 53, 34, 54, 71, 73, 56, 23, 73, 11, 59, 0)
s = 190: (0, 71, 66, 43, 83, 37, 46, 20, 69, 9, 60, 0)
s = 191: (0, 67, 43, 53, 69, 29, 47, 32, 76, 14, 39, 0)
s = 192: (0, 118, 49, 50, 52, 79, 40, 17, 59, 15, 63, 0)
s = 193: (0, 85, 51, 66, 111, 58, 52, 29, 70, 14, 61, 0)
s = 194: (0, 57, 30, 34, 92, 57, 63, 18, 105, 8, 40, 0)
s = 195: (0, 151, 67, 53, 100, 35, 42, 20, 99, 14, 27, 0)
s = 196: (0, 109, 70, 46, 76, 55, 62, 25, 79, 21, 28, 0)
s = 197: (0, 49, 56, 30, 71, 50, 37, 29, 128, 10, 24, 0)
s = 198: (0, 63, 47, 32, 58, 70, 57, 21, 84, 10, 31, 0)
s = 199: (0, 64, 37, 59, 50, 30, 71, 22, 61, 14, 42, 0)
s = 200: (0, 140, 38, 54, 71, 34, 35, 18, 56, 11, 37, 0)
------------------------------------------------------------------------
RESOURCE k = 2
s = 1: (0, 91, 42, 29, 48, 27, 32, 23, 79, 20, 32, 0)
s = 2: (0, 83, 30, 31, 42, 29, 49, 17, 89, 13, 34, 0)
s = 3: (0, 52, 52, 29, 73, 43, 40, 20, 70, 17, 32, 0)
s = 4: (0, 90, 42, 25, 72, 26, 57, 20, 58, 16, 50, 0)
s = 5: (0, 55, 24, 21, 69, 33, 55, 17, 91, 17, 69, 0)
s = 6: (0, 82, 29, 23, 83, 24, 45, 31, 60, 21, 39, 0)
s = 7: (0, 77, 37, 29, 58, 23, 45, 18, 74, 14, 66, 0)
s = 8: (0, 69, 36, 24, 87, 31, 49, 16, 59, 14, 31, 0)
s = 9: (0, 67, 24, 31, 63, 28, 57, 19, 60, 16, 60, 0)
s = 10: (0, 76, 53, 54, 64, 38, 72, 25, 62, 12, 52, 0)
s = 11: (0, 44, 31, 20, 77, 29, 32, 29, 57, 18, 36, 0)
s = 12: (0, 72, 48, 35, 56, 26, 49, 42, 48, 18, 31, 0)
s = 13: (0, 57, 33, 24, 42, 31, 40, 29, 101, 16, 45, 0)
s = 14: (0, 87, 48, 37, 70, 40, 49, 26, 144, 14, 55, 0)
s = 15: (0, 58, 30, 36, 53, 27, 59, 33, 81, 19, 57, 0)
s = 16: (0, 97, 55, 37, 52, 35, 57, 30, 122, 13, 32, 0)
s = 17: (0, 91, 26, 33, 51, 55, 33, 35, 86, 17, 45, 0)
s = 18: (0, 107, 25, 18, 71, 26, 57, 24, 74, 13, 62, 0)
s = 19: (0, 73, 52, 30, 85, 21, 54, 22, 89, 19, 40, 0)
s = 20: (0, 90, 29, 31, 84, 21, 30, 20, 80, 13, 49, 0)
s = 21: (0, 110, 28, 51, 71, 20, 55, 36, 143, 13, 66, 0)
s = 22: (0, 75, 38, 29, 103, 41, 70, 17, 70, 21, 55, 0)
s = 23: (0, 45, 25, 34, 60, 28, 56, 18, 47, 21, 29, 0)
s = 24: (0, 111, 28, 22, 48, 29, 51, 19, 67, 25, 55, 0)
s = 25: (0, 108, 38, 54, 42, 40, 70, 25, 103, 26, 36, 0)
s = 26: (0, 78, 36, 38, 62, 47, 38, 24, 89, 20, 52, 0)
s = 27: (0, 86, 34, 18, 84, 49, 59, 24, 72, 14, 35, 0)
s = 28: (0, 42, 71, 30, 70, 39, 62, 29, 94, 16, 60, 0)
s = 29: (0, 61, 36, 43, 89, 33, 33, 22, 74, 13, 39, 0)
s = 30: (0, 115, 32, 45, 68, 33, 41, 20, 63, 15, 41, 0)
s = 31: (0, 63, 26, 25, 73, 37, 29, 15, 115, 25, 64, 0)
s = 32: (0, 48, 27, 34, 71, 34, 47, 22, 83, 15, 61, 0)
s = 33: (0, 66, 68, 34, 45, 23, 35, 19, 121, 14, 36, 0)
s = 34: (0, 92, 33, 27, 72, 35, 44, 23, 67, 11, 60, 0)
s = 35: (0, 83, 50, 56, 41, 31, 71, 20, 51, 14, 39, 0)
s = 36: (0, 93, 27, 51, 46, 28, 29, 33, 94, 20, 68, 0)
s = 37: (0, 45, 40, 47, 71, 32, 32, 26, 73, 11, 52, 0)
s = 38: (0, 71, 42, 38, 49, 21, 51, 23, 80, 14, 59, 0)
s = 39: (0, 45, 31, 38, 62, 32, 44, 24, 78, 24, 40, 0)
s = 40: (0, 60, 36, 25, 76, 32, 32, 27, 81, 15, 64, 0)
s = 41: (0, 73, 21, 38, 51, 29, 43, 16, 84, 10, 41, 0)
s = 42: (0, 49, 50, 31, 72, 48, 43, 27, 82, 12, 73, 0)
s = 43: (0, 53, 56, 26, 46, 29, 47, 16, 127, 15, 50, 0)
s = 44: (0, 79, 67, 20, 85, 23, 88, 29, 101, 19, 59, 0)
s = 45: (0, 83, 44, 26, 53, 40, 56, 25, 76, 19, 53, 0)
s = 46: (0, 91, 43, 33, 56, 23, 40, 21, 68, 11, 43, 0)
s = 47: (0, 98, 23, 35, 109, 27, 37, 22, 80, 21, 45, 0)
s = 48: (0, 113, 49, 27, 70, 42, 32, 28, 48, 25, 41, 0)
s = 49: (0, 62, 33, 36, 43, 38, 79, 17, 85, 24, 72, 0)
s = 50: (0, 55, 37, 37, 77, 31, 76, 21, 92, 23, 46, 0)
s = 51: (0, 69, 42, 34, 55, 36, 30, 23, 109, 19, 45, 0)
s = 52: (0, 54, 37, 45, 91, 35, 58, 23, 63, 22, 67, 0)
s = 53: (0, 49, 47, 37, 58, 26, 65, 21, 73, 20, 68, 0)
s = 54: (0, 68, 46, 25, 39, 55, 69, 29, 49, 15, 42, 0)
s = 55: (0, 107, 31, 35, 46, 22, 47, 35, 48, 12, 35, 0)
s = 56: (0, 69, 31, 41, 113, 35, 44, 20, 75, 19, 70, 0)
s = 57: (0, 82, 35, 43, 40, 37, 41, 20, 107, 21, 31, 0)
s = 58: (0, 59, 42, 27, 56, 31, 40, 19, 133, 18, 31, 0)
s = 59: (0, 45, 29, 29, 120, 26, 40, 28, 77, 21, 39, 0)
s = 60: (0, 88, 52, 32, 75, 36, 64, 24, 97, 21, 57, 0)
s = 61: (0, 56, 47, 26, 84, 25, 48, 30, 58, 19, 32, 0)
s = 62: (0, 111, 31, 45, 107, 30, 62, 41, 75, 21, 54, 0)
s = 63: (0, 91, 38, 35, 46, 26, 65, 21, 55, 18, 54, 0)
s = 64: (0, 70, 31, 40, 62, 27, 72, 20, 97, 20, 50, 0)
s = 65: (0, 46, 32, 41, 88, 34, 58, 24, 125, 15, 58, 0)
s = 66: (0, 69, 57, 18, 54, 27, 40, 22, 72, 17, 38, 0)
s = 67: (0, 53, 35, 37, 93, 27, 43, 25, 57, 18, 57, 0)
s = 68: (0, 66, 32, 26, 63, 32, 40, 24, 109, 18, 33, 0)
s = 69: (0, 70, 44, 20, 55, 47, 39, 15, 97, 11, 47, 0)
s = 70: (0, 65, 46, 31, 56, 31, 50, 19, 86, 15, 64, 0)
s = 71: (0, 65, 31, 23, 65, 24, 35, 21, 99, 26, 70, 0)
s = 72: (0, 50, 38, 41, 61, 18, 33, 33, 76, 15, 71, 0)
s = 73: (0, 98, 28, 25, 79, 58, 52, 25, 64, 13, 69, 0)
s = 74: (0, 90, 47, 29, 71, 45, 54, 25, 66, 16, 68, 0)
s = 75: (0, 107, 55, 33, 62, 20, 83, 25, 64, 18, 62, 0)
s = 76: (0, 71, 37, 37, 85, 42, 50, 17, 59, 17, 63, 0)
s = 77: (0, 51, 23, 31, 53, 37, 57, 33, 131, 28, 62, 0)
s = 78: (0, 102, 49, 24, 41, 50, 56, 16, 108, 26, 31, 0)
s = 79: (0, 100, 34, 50, 59, 34, 83, 19, 85, 15, 50, 0)
s = 80: (0, 69, 47, 24, 46, 54, 45, 35, 109, 20, 44, 0)
s = 81: (0, 82, 62, 25, 56, 26, 74, 20, 90, 28, 36, 0)
s = 82: (0, 60, 30, 22, 67, 21, 53, 19, 91, 12, 57, 0)
s = 83: (0, 52, 29, 27, 46, 25, 41, 18, 79, 15, 42, 0)
s = 84: (0, 86, 45, 27, 50, 28, 54, 30, 101, 18, 62, 0)
s = 85: (0, 59, 42, 29, 62, 32, 64, 17, 87, 22, 78, 0)
s = 86: (0, 57, 42, 42, 58, 40, 48, 21, 92, 17, 28, 0)
s = 87: (0, 70, 40, 47, 50, 36, 36, 22, 86, 14, 33, 0)
s = 88: (0, 57, 54, 53, 78, 38, 59, 33, 107, 15, 33, 0)
s = 89: (0, 65, 52, 44, 72, 40, 62, 18, 77, 12, 51, 0)
s = 90: (0, 74, 30, 40, 109, 24, 42, 28, 97, 14, 46, 0)
s = 91: (0, 69, 25, 26, 109, 31, 52, 20, 64, 17, 32, 0)
s = 92: (0, 62, 32, 27, 80, 28, 58, 28, 94, 18, 57, 0)
s = 93: (0, 83, 50, 52, 84, 41, 45, 28, 66, 18, 37, 0)
s = 94: (0, 85, 24, 51, 49, 29, 57, 17, 100, 19, 48, 0)
s = 95: (0, 79, 34, 36, 98, 24, 55, 17, 94, 21, 47, 0)
s = 96: (0, 80, 44, 25, 44, 28, 54, 28, 109, 20, 62, 0)
s = 97: (0, 65, 25, 38, 41, 37, 46, 26, 79, 13, 51, 0)
s = 98: (0, 123, 35, 25, 68, 21, 34, 25, 88, 19, 27, 0)
s = 99: (0, 81, 59, 31, 50, 34, 78, 20, 132, 15, 80, 0)
s = 100: (0, 84, 68, 43, 76, 33, 52, 40, 68, 22, 67, 0)
s = 101: (0, 52, 31, 34, 51, 34, 36, 26, 64, 11, 46, 0)
s = 102: (0, 53, 43, 41, 41, 21, 42, 22, 123, 24, 46, 0)
s = 103: (0, 92, 43, 31, 55, 22, 87, 18, 82, 25, 45, 0)
s = 104: (0, 70, 61, 41, 39, 48, 43, 18, 99, 10, 64, 0)
s = 105: (0, 78, 35, 24, 61, 20, 39, 14, 100, 11, 55, 0)
s = 106: (0, 81, 36, 27, 77, 43, 45, 25, 54, 23, 60, 0)
s = 107: (0, 79, 27, 22, 103, 45, 31, 21, 97, 22, 62, 0)
s = 108: (0, 55, 42, 45, 59, 31, 43, 20, 89, 18, 73, 0)
s = 109: (0, 63, 38, 38, 48, 23, 53, 18, 51, 13, 43, 0)
s = 110: (0, 66, 50, 28, 92, 31, 85, 31, 93, 12, 45, 0)
